ClientID,ClientName,SalesforceID,Segment,MktSubSegment,Insurance,BU_Division,BusinessUnitHead,OracleID,Tier,IIS_Top_100,SSIA TOP TIER,DirectPublish,ClientStartDate,DateClientTerminated,Site_Lead,Team_Lead,Manager,Primary_Client_Contact,Analyst_1_(A&C),Analyst_2_(CSO),Analyst_3_(Coverage),SITE,BU_Relationship_Managers,BU_Client_Service,COMPLIANCE_CS,AuditLocation,AcctContact,PNASRVR,MCHREGION,DAILY,SECTOR_NAME,Oversight_Site,Oversight_Group,Operations_Email_Dist,JV_Email_Dist,Client_Specific_Email_Dist,Watchlist,CM_Requires_2nd_ Approver
GERSVI,Government Employees Retirement System of the U.S. Virgin Islands,001G000001jmlJZIAY,Public Funds,DEFINED BENEFIT,IIS,IIS,SCHAFER,1.00E+12,3,,,,3/31/2012,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Labaki, Anthony J","Sucharewicz, James M","Jia, Juan V",BOSTON,Pat Donohoe,Michael Rohrich,Nathan Ormerod,JV Pune,BITTNER ERIC,06PAW3,,NO,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
GESS,GENERAL ELECTRIC,001G000001jmjM9,Asset Manager,ASSET MANAGER,SA,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,4/1/1998,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Frewald, Jonathan","Nop, Reth","Liang, ChiaYi",,BOSTON,Saraf Jack,,Charlene Barucha,Poland,Stephen Medeiros,20PAW3,CI300,YES,,BOSTON,N/A,Perf_East_Team3,CAPA4,,Stable,No
GMCAN,GM CANADA,001G000001jmlNU,Corporate,RETIREMENT - CORP,IIS,IIS,SCHAFER,1.00E+12,1,,,,3/31/2012,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Wall, Stephen M",,"Zhang, Yu Kun","Sutton, Jared E",BOSTON,Doherty Mark,Aaron Poulin,Charlene Barucha,Poland,RAGELL PETER(LS),13PAW3,CI400,Yes,,BOSTON,N/A,Perf_East_Team2,CAPA4,,Stable,No
GMDATA,GM Data Solution,,,RETIREMENT - CORP,IIS,,TERMINATED,1.00E+12,-99,,,,3/31/2012,3/31/2012,,AMANDA LOWE,,Jeffrey Malmin,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
GMIMCO,GENERAL MOTORS (GMIMCO),001G000001jmjM9,Corporate,RETIREMENT - CORP,CPS,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Wall, Stephen M",,"Zhang, Yu Kun","Sutton, Jared E",BOSTON,Doherty Mark,Aaron Poulin,Charlene Barucha,Poland,BOUCHARD STEVE,13PAW3,CI400,Yes,,BOSTON,N/A,Perf_East_Team2,CAPA4,,Stable,No
GOLDSS,GOLDMAN SACHS,001G000001jmlSC,Corporate,RETIREMENT DB/DC,DCS,IIS,SCHECHTER,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Swanson, Scott M","Mcdevitt, Mike","Coughlin, Cheryl A",,BOSTON,BULLOCK MIKE,Mark Hanna,Charlene Barucha,JV Pune,BENKART BRIAN,06PAW3,CI800,Yes,Asset Managers,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,RFP,Yes
GOOGLE,Google Technology Inc,001G000001jmoyX,Corporate,CORPORATE CASH,CPS,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Mansiya, Azharuddin ","Smith, Evan","Lun, Jay","Lun, Jay","Mansiya, Azharuddin ",SACRAMENTO,Janet Fennessy,Matt Holler,,JV-Mumbai,FOGARTY BILL,06PAW3,CI500,Yes,Asset Owners,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
GOVERNOR,Governors Lane,0011600001lxfMcAAI,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,1.00E+13,2,,,,6/1/2015,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",TORONTO,WHITNEY JOHNSEN,Lana Shkolyar,,JV Pune,Lana Shkolyar,22PAW3,IGLS,YES,,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
GPUSS,"GPU, INC. VEBA",001G000001jmrAgIAI,Corporate,RETIREMENT - CORP,CPS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Jones, Crystal","Manferdini, David","Liang, ChiaYi",,BOSTON,GAYTON RON,Dave Nelson,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
GRANDIFS,GRAND MASTER,,,ASSET MANAGER,AIS,AIS,STERNER,,1, , ,,7/1/2014,7/31/2015,,MATTHEW SWAN,DAVID DAI,MATTHEW SWAN,ANDREW NG,ANDREW NG,DAVID DAI,Toronto,STERNER ERIC,STERNER ERIC, ,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,JV_QAT_US-PnA Daily Ops,,No Status,No
GSCHAND,GOLDMAN SACHS - MARIAN OTIS CHANDLER,001G000001jmlSCIAY,Asset Manager,FAMILY OFC,SA,WMS,Schafer,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Panza, Pietro","McIsaac, Kathleen R","Labaki, Anthony J",,BOSTON,Mark Curran,Mark Curran,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI400,No,,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
GSMM,GOLDMAN SACHS - ALTERNATIVES FUND,001G000001jmlSCIAY,Asset Manager,ASSET MANAGER,USIS,USIS,STOKES,1.00E+12,2,,,,4/1/2013,,"Verrill, Scott M","Robinson, Leonard B","O'Connell, Michael","Panza, Pietro","Carmisciano, Lisa","Ramos, Levi","Cobb, Miles",BOSTON,David Schiller,Ross Donovan,,Poland,Ross Donovan,06PAW3,CI500,Yes,,BOSTON,N/A,Perf_East_Team1,CAPA4,GSALT Poland <SSIAOperations,Stable,No
GUIDEDOG,Guide Dogs for the Blind Association (The),001G000001jmnd9IAA,Endowment/Foundation,PHILANTHROPIC,STS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Jones, Crystal","Manferdini, David","Liang, ChiaYi",,BOSTON,Kelly Smith,Lenig Aaron,,JV-Mumbai,SWAMI SUNDER VELLA,06PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team3,SSIA-US PnA Alameda,,Stable,No
GULF,The Westervelt Company,001G000001jmn9JIAQ,Corporate,RETIREMENT - CORP,IIS,IIS,SCHECHTER,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Phan-Truong, Maggie M","Harris, Eric S",,"Harris, Eric S","Tariq, Deeba",BOSTON,Cynthia Herrington,Cynthia Herrington,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
HALLSS,Halliburton Company,001G000001jmmNVIAY,Corporate,RETIREMENT - CORP,CPS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Stepanova, Nataliya","Liang, ChiaYi",,BOSTON,BULLOCK MIKE,Kim Raposa,,JV Pune,BENKART BRIAN,04PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Terminated,No
HALLSSUK,HALLIBURTON COMPANY - UK,001G000001jmqgU,Corporate,RETIREMENT - CORP,USIS,GS UK,SCHECHTER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Jones, Crystal","Landry, Matthew",,BOSTON,,,,JV Pune,McCauley Eric,04PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
Hanes,Hanesbrands Inc.,001G000001jmqTV,Corporate,RETIREMENT - DC,IIS,IIS,SCHECHTER,1.00E+12,3,,,,8/1/2014,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Jones, Crystal","Jones, Crystal","Frewald, Jonathan",,Boston,Duncan Lisa,Duncan Lisa,,JV Pune, , , , ,Asset Owners,Boston,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
HAOCGSS0,Health Alliance Greater Cincinnati,001G000001jmlc0IAA,Endowment/Foundation,HEALTHCARE,STS,IIS,YOUNG,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Law, Fennie S","Law, Fennie S","Osyf, Steven M","Stoychev, Stefan",BOSTON,Gina Lopez,Gina Lopez,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
HARCHGSS,Harris County Hospital District Foundation,001G000001jmq7WIAQ,Endowment/Foundation,HEALTHCARE,STS,IIS,SCHECHTER,1.00E+12,3,,,Yes,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Jones, Crystal",,"Liang, ChiaYi","Manferdini, David",BOSTON,Cordray Tonya,Lakeitra Brown,,JV Pune,SWAMI SUNDER VELLA,06PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
HARTHC,Hartford Health Care Corporation,001G000001jmtBWIAY,Endowment/Foundation,HEALTHCARE,NFP,IIS,FORESTER,1.00E+12,2,,,,1/1/2012,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Sutton, Jared E","Burton, Eric C","Sutton, Jared E","Wall, Stephen M",BOSTON,Victoria Aguiar,Stephen Sparks,,JV Pune,MCELIGOTT MICHAEL,13PAW3,,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
HARV100 ,Harvard Management Company Inc,001G000001jmsyXIAQ,Endowment/Foundation,VARIOUS NON PROFIT,USIS,USIS,VALDINOCCI,1.00E+12,3,,,,1/1/2010,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Cardarelli, Rachel","Cardarelli, Rachel","Kerrigan, John","Stoychev, Stefan",BOSTON,Deborah Frazer James,Deborah Frazer James,,Boston, , , ,No,,BOSTON,N/A,Perf_East_Team 4,,,Stable,No
HCAA,Hartford Investment Canada Corp.,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,6/30/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
HCSS,TransCanada Corporation,001G000001jmmuKIAQ,Corporate,RETIREMENT - CORP,PF,IIS Canada,SCHECHTER,1.00E+12,3,,,,6/1/2013,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Sweeney, Adam","Sweeney, Adam","Sutton, Jared E","Wall, Stephen M",BOSTON,Chiles Steve,Charlotte Long,,JV Pune,NONE,,,NO,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
HEBSRP,HEB BRAND SAVINGS AND RETIREMENT,,Corporate,RETIREMENT DB/DC,IIS,IIS,SCHECHTER,1.00E+12,2,TOP IIS,TOP SSIA,,8/1/2010,,"Verrill, Scott M","Pulsifer, Erik C","Michaud, Daniel","Michaud, Daniel",,"Frewald, Jonathan","Postnova, Natalia",BOSTON,MACVARISH KATHY,Mark Hanna,,JV Pune,BENKART BRIAN,06PAW3,CI800,Yes,,Poland,CAPA4,Perf_East_Team3,JV_QAT_US-PnA Daily Ops,,Watch,Yes
HENKELCA,HENKEL CANADA,001G000001jmtdc,Corporate,RETIREMENT - CORP,CAD,IIS Canada,SCHECHTER,1.00E+12,3,,,,1/1/2012,12/1/2016,,Erik Cady,Scott Swanson,Joao Da-Cruz,Natalia Postnova,Rachel Cardarelli,Wayne Fairchild,BOSTON,LICHTY STEVE,Devin White,,JV Pune,RAGELL PETER,02PAW3,,No,,BOSTON,CAPA2,,JV_QAT_US-PnA Monthly Ops,,Stable,No
Hermes,Hermes Fund Managers Limited,0061600000nO5UyAAK,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,1.00E+13,2,,,,6/1/2016,6/23/2017,,MATTHEW SWAN,DAVID DAI,MATTHEW SWAN,ANDREW NG,ANDREW NG,DAVID DAI,TORONTO,Jamie Gleeson,Thomas Clarke,,JV Pune,Thomas Clarke,22PAW3,IGLS,YES,Asset Managers,TORONTO,,,JV_QAT_US-PnA Daily Ops,,No Status,No
HIGHCAP,"Highland Capital Management, L.P.",001G000001jmqdC,Asset Manager,ASSET MANAGER,USIS,USIS,Jane Kirkland,1.00E+13,2,,,,1/9/2015,,"Verrill, Scott M","Cady, Erik G","Hirbour, Adam S","Dean, Michael","Burton, Eric C","Dean, Michael","Andrade, Kelvin",BOSTON,Tom Barry,Brett Fernquist,,Boston,,04PAW3,CI500,Yes,Asset Managers,BOSTON,N/A,Perf_East_Team2,,,Stable,No
HILTGSS,Conrad N Hilton Foundation,001G000001jmisoIAA,Endowment/Foundation,PHILANTHROPIC,NFP,IIS,LUCE,1.00E+12,2,,,,1/1/2009,,"Pae, Lisa H","Hennessy, Carl J","Mansiya, Azharuddin ","Rozek, Justin J","He, Justin","He, Justin","Mansiya, Azharuddin ",SACRAMENTO,"MOYNIHAN, KIM",Erin Rodriguez,,JV-Mumbai,MCELIGOTT MICHAEL,04PAW3,CIA00,No,,SACRAMENTO,N/A,Perf_West_Team1,SSIA-US PnA Alameda,,Stable,No
HIPNY,HEALTH INSURANCE PLAN OF NY (HIP),,,HEALTHCARE,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,5/31/2012,,Performance Operations,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
HJJUS01,JOHNSON & JOHNSON,,,RETIREMENT - DC,CPS,IIS,SCHECHTER,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2013,12/31/2014,,JOAO DA CRUZ,Kristine Treacy,Joseph Devlin,TERMINATED,Eric Burton,TERMINATED,BOSTON,Thornton Vince,Jason Landry,Samira Khakpoor,JV Pune,BENKART BRIAN,,,No,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
HMARKSS,HALLMARK CARDS INC,001G000001jmn9L,Corporate,RETIREMENT - CORP,CPS,IIS,YOUNG,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Rudgalve, Olga","Osyf, Steven M","Adamson, Carlisle O",,BOSTON,GORDON DAVIES,Louis Bello/Mark Curran,,JV Pune,BENKART BRIAN,06PAW3,CIA00,NO,Asset Owners,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
HNKLUSA,HENKEL,001G000001jmsFl,Corporate,RETIREMENT - DB,STS,IIS,SCHECHTER,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Da Cruz, Joao J","Saar-Beckles, Merit","Labaki, Anthony J","Jia, Juan V",BOSTON,LICHTY STEVE,Devin White,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,No Status ,No
HOLMES,Holmes Group,,,RETIREMENT - CORP,STS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
HPC1,Hewlett Packard (HP),,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,10/31/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
HUGHGSS1,DIRECTV,001G000001jmlcnIAA,,RETIREMENT - DC,IIS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,12/31/2016,,Erik Cady,Steven Osyf,Bo Luong,,Merit Saar -Beckles,Anna Szubtarska,BOSTON,William Bowles,William Bowles,,JV Pune,BENKART BRIAN,06PAW3,ci900, Yes,,Poland,CAPA4,,JV_QAT_US-PnA Daily Ops,,No Status,No
I5XX,R A B Captial (AstraZeneca plc.),001G000001jmlHPIAY,Corporate,RETIREMENT - DB,CPS,IIS,SCHECHTER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Swanson, Scott M","Mejia, Carmen M","Frewald, Jonathan",,BOSTON,Moppin Duane,Moppin Duane,,JV Pune,MCELIGOTT MICHAEL,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
I5ZZ,ICI Americas Inc.,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2010,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
IAM,IAMAW National Pension Fund,001G000001jmqhwIAA,Public Funds,RETIREMENT - TAFT,STS,IIS,Schafer,1.00E+12,2,,,,1/1/2009,8/31/2017,Scott Verrill,Len Robinson,Mike O'Connell,Jennifer Negoshian,Katie McIsaac,Lisa Carmisciano,,BOSTON,COLLINS WILLIAM,Kurt Robohm,Charlene Barucha,JV Pune,BITTNER ERIC,02PAW3,CI800,No,,BOSTON,CAPA5,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Terminated,No
IBM ,IBM Canada Limited,001G000001jmouGIAQ,Corporate,RETIREMENT - CORP,CAD,IIS Canada,BAILLIE,1.00E+12,1,,,,1/1/2009,,"Swan, Matthew","Swan, Matthew","Dai, David","Lun, Jay","Lun, Jay",Steve Yoon,"Doan, Thuy Anh Ngu",TORONTO,Knight Kevin,Bridel Lisa,,Toronto,Mike Petrie,02PAW3, , ,,TORONTO,N/A,,,,Monitor,No
IBMS,International Business Machines Corp.,001G000001jmmSs,Corporate,RETIREMENT - DC,CPS,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Kerrigan, John","Cardarelli, Rachel","King, Jonathan William",,BOSTON,MACVARISH KATHY,KEVIN YAKIMOWSKY,,JV Pune,BENKART BRIAN,04PAW3,CI400,Yes,Asset Owners,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Daily Ops,,Stable,No
ICBC,The Insurance Corporation of British Columbia,001G000001jmosmIAA,Public Funds,PROVINCIAL ENTITY,CAD,IIS Canada,BAILLIE,1.00E+12,3,,,,1/1/2009,,"Swan, Matthew","Swan, Matthew","Swan, Matthew","Joshi, Urvashi",CAPA4,"Doan, Thuy Anh Ngu","Wykret, Laura",TORONTO,Bridel Lisa,"Pathiraja, Rajitha",,JV Pune,RAGELL PETER,02PAW3,CI400,Yes,,Poland,CAPA4,,JV_QAT_US-PnA Daily Ops,,RFP,Yes
ICC,ICC,,,CONSULTANT,SSIA,,TERMINATED,1.00E+12,-99,,,,1/1/2009,12/31/2012,,NONE,,Jeffrey Malmin,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
ICS,GREYSTONE CAPITAL MANAGEMENT,,,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,10/31/2014,,Joseph Devlin,Kristine Treacy,Joseph Devlin,Eric Burton,Eric Burton,Kristine Treacy,BOSTON,Knight Kevin,,,JV Pune, , , , ,,BOSTON,,,JV_QAT_US-PnA Monthly Ops,,No Status,No
IDEARC,SUPERMEDIA (IDEARC),,Corporate,RETIREMENT - DB,STS,,SCHECHTER,1.00E+12,3,,,,1/1/2009,6/30/2013,,JOAO DA CRUZ,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
IFSCITI,Citigroup Property Investors,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
IFSCOOP,Cooper,,,RETIREMENT DC,Unknown,,TERMINATED,1.00E+12,-99,,,,1/1/2009,1/1/2009,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
IFSCWR,Woburn Retirement System,001G000001jmrxiIAA,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam","Saar-Beckles, Merit","Jia, Juan V","Samisheva, Yelena",BOSTON,MARK BROOKS,MARK BROOKS,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
IFSDIA,"Diversified Investment Advisors, Inc.",001G000001jmkdQ,Asset Manager,ASSET MANAGER,USIS,USIS,LOWD,1.00E+12,2,,,,1/1/2010,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Mackey, Paul J","Carmisciano, Lisa","O'connor, Brian P",,BOSTON,GREG NIKIFOROW,Judith Gayle,,JV Pune,NONE,06PAW3,CI500,Yes,Insurance,BOSTON,N/A,Perf_East_Team1,JV_QAT_US-PnA Daily Ops,,Stable,No
IFSFMTH,Town of Falmouth Retirement System,001G000001jmpUuIAI,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam","Jia, Juan V","Saar-Beckles, Merit","Samisheva, Yelena",BOSTON,LINDSAY McCOY,LINDSAY McCOY,,JV Pune,SWAMI SUNDER VELLA,04PAW3,CI800,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
IFSMCR,MERCER US,001G000001jmu4L,Asset Manager,CONSULTANT,USIS,USIS,SPERIDAKOS,1.00E+12,2,,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam",,"Saar-Beckles, Merit","Sucharewicz, James M",BOSTON,"Duncan, Steven",Reed Clifton,,JV-Pune,SWAMI SUNDER VELLA,06PAW3,CI800,Yes,,Poland,CAPA4,Perf_East_Team2,JV_QAT_US-PnA Daily Ops,,Stable,No
IFSPROSP,PROSPERITY,,,ASSET MANAGER,USIS,,TERMINATED,1.00E+12,-99,,,,1/1/2009,6/30/2012,,Erik Cady,,NONE,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
IFSTCM,Thames CapItal Management,,Asset Manager,ASSET MANAGER,AIS,AIS,STERNER,1.00E+13,2,,,,1/1/2017,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Kanthan, Vinay","Kanthan, Vinay","Kanthan, Vinay","Ng, Andrew",Toronto,"Beam, Heather","Krasowska, Beata",,JV Pune,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,N/A,,JV_QAT_US-PnA Daily Ops,,Stable,No
IFSWEB,Town of Webster Retirement System,001G000001jmpWZIAY,Public Funds,MUNICIPAL ENTITY,STS,IIS,SCHAFER,1.00E+12,2,,,,1/1/2009,,"Verrill, Scott M","Cady, Erik G","Da Cruz, Joao J","Luong, Jam","Sucharewicz, James M","Saar-Beckles, Merit","Samisheva, Yelena",BOSTON,LINDSAY McCOY,LINDSAY McCOY,,JV Pune,SWAMI SUNDER VELLA,02PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team2,JV_QAT_US-PnA Monthly Ops,,Stable,No
IHSBGSS,Inova Health Systems,,,HEALTHCARE,NFP,,TERMINATED,1.00E+12,-99,,,,1/1/2009,6/30/2011,,,,NONE,,,,,,,,, , , , ,,,,,,,No Status,No
ILTRS1,State of Illinois Teachers Retirement System,001G000001jmoyHIAQ,Public Funds,STATE ENTITY,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Swan, Matthew","Gonsalves, Zico","Gonsalves, Zico","Gonsalves, Zico","He, Justin","Mansiya, Azharuddin","Mansiya, Azharuddin",TORONTO,Gregory Forbes,"Terlaje, Matthew",,JV Pune,Patrick Duggan,08PAW3,CIA00,Yes,,TORONTO,N/A,,JV_QAT_US-PnA Daily Ops,,Monitor,No
ILWU,ILWU Pacific Maritime Assn  (International Longshore and Warehouse Union),001G000001jmkz3IAA,Public Funds,RETIREMENT - TAFT,STS,IIS,SCHAFER,1.00E+12,3,,,,1/1/2009,,"Verrill, Scott M","Pratt, Robert H","Moles, Robert A","Chau, Stella S","Chau, Stella S","Osyf, Steven M","Law, Fennie S",BOSTON,James Gasdia,James Gasdia,,JV Pune,BITTNER ERIC,04PAW3,CI500,No,,BOSTON,N/A,Perf_East_Team 4,JV_QAT_US-PnA Monthly Ops,,Stable,No
IMF,INTERNATIONAL MONETARY FUND,001G000001jmp6rIAA,Public Funds,SOVEREIGN,PF,IIS,SCHAFER,1.00E+12,1,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Pulsifer, Erik C","Swanson, Scott M","Landry, Matthew","Mcdevitt, Mike","Coughlin, Cheryl A",,BOSTON,"Teduits, Craig",Donna Trapp,,JV Pune,MCELIGOTT MICHAEL,13PAW3,CIA00,No,,BOSTON,N/A,Perf_East_Team3,JV_QAT_US-PnA Monthly Ops,,Stable,No
INCLIIFS,INCLINE GLOBAL MANAGEMENT,,,ASSET MANAGER,AIS,AIS,WILLIAMSON,,1, , ,,7/1/2014,12/1/2014,,TERMINATED,TERMINATED,MATTHEW SWAN,TERMINATED,TERMINATED,TERMINATED,Toronto,STERNER ERIC,, ,,STERNER ERIC,22PAW3,IFS DW,Yes,,Toronto,,,,,No Status,No
ING,Tangerine Direct Canada,001G000001jmqHg,Asset Manager,ASSET MANAGER,CAD,IIS Canada,BAILLIE,1.00E+12,3,TOP IIS,TOP SSIA,,1/1/2009,,"Verrill, Scott M","Robinson, Leonard B","Cobb, Miles","Cobb, Miles","Huang, Min","O'connor, Brian P",,Boston,Zubair Hakim,Michael Janik,,JV Pune,RAGELL PETER,02PAW3,CI300,No,Insurance,Boston,N/A,Perf_East_Team1,JV_QAT_US-PnA Monthly Ops,,Stable,No
INGEURO,ING EURO LOAN FUNDS,,,ASSET MANAGER,CPS,,DEPIETRO,1.00E+12,-99,,,,1/1/2009,6/30/2013,,,,LEONARD ROBINSON,,,JEFFREY MALMIN,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
INTEL,Intel Corporation,001G000001jmmSdIAI,Corporate,RETIREMENT - CORP,STS,IIS,SCHECHTER,1.00E+12,1,,,,1/1/2010,,"Pae, Lisa H","Tu, Chi T","Mansiya, Azharuddin ","Nguyen, Vu","Li, Mengbi (joey)","Li, Mengbi (joey)","Mansiya, Azharuddin ",SACRAMENTO,Kim Raposa,Marc Curran,,JV-Mumbai,Raposa Kim,04PAW3,CIA00,Yes,,SACRAMENTO,N/A,Perf_West_Team2,SSIA-US PnA Alameda,,Watch,Yes
INVENSYS,INVENSYS,,,RETIREMENT - DC,CPS,,STOKES,1.00E+12,3,,,,10/1/2012,12/31/2013,,CHI TU,,NONE,,,PETER STORMENT,BOSTON,,,,, , , , ,,BOSTON,,,,,No Status,No
